Tipo,Numero,Ano,Edicao,Ano_Edicao,Contratante,Contratada,CNPJ,Objeto,Valor
ATA_REGISTRO_PRECOS,141,2025,1799,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual aquisição de gêneros alimentícios para atender o Centro Dia do Idoso.",6639.84
CONTRATO,034,2025,1800,7,Município  de  Saquarema/,"Fortigo Comércio Atacadista",44.107.556/0001-57.,"Aquisição de material de limpeza e descartável para atender o Conselho Tutelar e o Abrigo Raio de Sol.",64536.21
CONTRATO,036,2025,1800,7,Município  de  Saquarema/,"Fortigo Comércio Atacadista",44.107.556/0001-57.,"Aquisição de material de limpeza e descartável para atender a Secretaria de Desenvolvimento Social, CREAS, CE- CAPS, Café da Manhã do Trabalhador e o CRAS.",246776.79
CONTRATO,038,2025,1800,7,Município  de  Saquarema/,"Fortigo Comércio Atacadista",44.107.556/0001-57.,"Aquisição de material de limpeza e descartável para atender o Centro Dia do Idoso, Lar dos Idosos, Praça do Bem- -Estar e o Centro de Convivência.",172806.40
CONTRATO,035,2025,1800,7,Município  de  Saquarema/,"JHL  Comércio  e  Serviços",48.282.080/0001-41.,"Aquisição de material de limpe- za e descartável para atender o Conselho Tutelar e o Abrigo Raio de Sol.",9024.96
CONTRATO,037,2025,1800,7,Município  de  Saquarema/,"JHL  Comércio  e  Serviços",48.282.080/0001-41.,"Aquisição de material de limpeza e descartável para atender a Secretaria de Desenvolvimento Social, CREAS, CE- CAPS, Café da Manhã do Trabalhador e o CRAS.",29865.78
CONTRATO,039,2025,1800,7,Município  de  Saquarema/,"JHL  Comércio  e  Serviços",48.282.080/0001-41.,"Aquisição de material de limpeza e descartável para atender o Centro Dia do Idoso, Lar dos Idosos, Praça do Bem- -Estar e o Centro de Convivência.",21426.44
CONTRATO,036,2025,1800,7,Município  de  Saquarema/,"K.X.D    Comercial    LTDA",15.194.975/0001-75.,"Aquisição de material de limpeza e descartável para atender o Conselho Tutelar e o Abrigo Raio de Sol.",508.80
CONTRATO,038,2025,1800,7,Município  de  Saquarema/,"K.X.D    Comercial    LTDA",15.194.975/0001-75.,"Aquisição de material de limpeza e descartável para Atender a Secretaria de Desenvolvimento Social, CREAS, CE- CAPS, Café da Manhã do Trabalhador e o CRAS.",2136.96
CONTRATO,040,2025,1800,7,Município  de  Saquarema/,"K.X.D    Comercial    LTDA",15.194.975/0001-75.,"Aquisição de material de limpeza e descartável para atender o Centro Dia do Idoso, Lar dos Idosos, Praça do Bem- -Estar e o Centro de Convivência.",1204.16
CONTRATO,037,2025,1800,7,Município  de  Saquarema/,"Santana  Comércio  de  Uti-",07.665.456/0001-10.,"Aquisição de material de limpeza e descartável para atender o Conselho Tutelar e o Abrigo Raio de Sol.",533.12
CONTRATO,039,2025,1800,7,Município  de  Saquarema/,"Santana  Comércio  de  Uti-",07.665.456/0001-10.,"Aquisição de material de limpeza e descartável para atender o CREAS.",95.20
CONTRATO,041,2025,1800,7,Município  de  Saquarema/,"Santana  Comércio  de  Uti-",07.665.456/0001-10.,"Aquisição de material de limpeza e descartável para atender o Centro Dia do Idoso, Lar dos Idosos, Praça do Bem- -Estar e o Centro de Convivência.",1751.68
CONTRATO,158,2025,1801,7,Município de Saquarema.,"MSX  Commerce  and  Servi-",44.608.194/0001-88.,"Contratação de empresa objeti- vando o fornecimento de camisas e cami- setas personalizadas, de caráter informa- tivo e ou institucional, em atendimento às necessidades da Secretaria Municipal da Mulh",150380.00
ATA_REGISTRO_PRECOS,144,2025,1801,7,Município de Saquarema,"Registro de Preços",,"Aquisição de material de capoei- ra para as oficinas de capoeira dos servi- ços de convivência dos CRAS e do Cen- tro de Convivência.",38163.00
ATA_REGISTRO_PRECOS,145,2025,1801,7,Município de Saquarema,"Registro de Preços",,"Aquisição de material de capoeira para as oficinas de capoeira dos serviços de convivência dos CRAS e do Centro de Convivência.",55140.00
ATA_REGISTRO_PRECOS,146,2025,1801,7,Município de Saquarema,"Registro de Preços",,"Aquisição de material de capoei- ra para as oficinas de capoeira dos servi- ços de convivência dos CRAS e do Cen- tro de Convivência.",194468.80
ATA_REGISTRO_PRECOS,147,2025,1801,7,Município de Saquarema,"Registro de Preços",,"Aquisição de material de capoeira para as oficinas de capoeira dos serviços de convivência dos CRAS e do Centro de Convivência.",17360.00
TERMO_ADITIVO,014 (Aditivo 1),2024,1801,7,Município de Saquarema,"Inova    Indústria",23.597.017/0001-73.,"Prorrogação da execução do",0.00
TERMO_ADITIVO,093 (Aditivo 4),2021,1802,7,Município de Saquarema,"DH   Serviços   e   Constru-",12.236.853/0001-06.,"Prorrogação da vigência do con-",190870.76
CONTRATO,181,2025,1806,7,Município de Saquarema.,"MCR  Sistemas  e  Consulto-",04.198.254/0001-17.,"Contratação de empresa espe- cializada no fornecimento de licenças de uso de softwares Adobe Creative Cloud Vip Teams All Apps e Coreldraw Graphics Suites, na modalidade de subscrição, por 36 meses, p",397975.04
CONTRATO,160,2025,1806,7,Município de Saquarema.,"WS Araserv Comércio e Ser-",36.669.459/0001-,"Fornecimento de gêneros ali- mentícios para atender as demandas da Secretaria Municipal da Mulher.",110054.46
CONTRATO,161,2025,1806,7,Município de Saquarema.,"JSR  Produtos  e  Serviços",60.313.504/0001-93.,"Fornecimento de gêneros ali- mentícios para atender as demandas da Secretaria Municipal da Mulher.",26555.44
CONTRATO,040,2025,1806,7,Município  de  Saquarema/,"Pablo Luis Martins",09.138.326/0001-54.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas da Secretaria Municipal de De- senvolvimento Social, CREAS e unidades do CRAS.",1975.68
CONTRATO,038,2025,1806,7,Município  de  Saquarema/,"Pablo Luis Martins",09.138.326/0001-54.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas do Fundo Municipal da Criança e do Adolescente e o Abrigo Raio de Sol.",493.92
CONTRATO,042,2025,1806,7,Município  de  Saquarema/,"Pablo Luis Martins",09.138.326/0001-54.,"Aquisição de utensílios de copa e cozinha para atender o Centro Dia do Ido- so, Lar dos Idosos, Praça do Bem-Estar e o Centro de Convivência.",1481.76
CONTRATO,041,2025,1806,7,Município  de  Saquarema/,"Comercial   Marelly   LTDA",13.986.656/0001-77.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas da Secretaria Municipal de De- senvolvimento Social, CREAS e unidades do CRAS.",4911.88
CONTRATO,039,2025,1806,7,Município  de  Saquarema/,"Comercial   Marelly   LTDA",13.986.656/0001-77.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas do Fundo Municipal da Criança e do Adolescente e o Abrigo Raio de Sol.",865.92
CONTRATO,043,2025,1806,7,Município  de  Saquarema/,"Comercial   Marelly   LTDA",13.986.656/0001-77.,"Aquisição de utensílios de copa e cozinha para atender o Centro Dia do Ido- so, Lar dos Idosos, Praça do Bem-Estar e o Centro de Convivência.",4937.44
CONTRATO,042,2025,1806,7,Município  de  Saquarema/,"Empório Yudy Comercial EI-",34.027.513/0001-08.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas da Secretaria Municipal de De- senvolvimento Social, CREAS e unidades do CRAS.",1404.00
CONTRATO,040,2025,1806,7,Município  de  Saquarema/,"Empório Yudy Comercial EI-",34.027.513/0001-08.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas do Fundo Municipal da Criança e do Adolescente e o Abrigo Raio de Sol.",140.40
CONTRATO,044,2025,1806,7,Município  de  Saquarema/,"Empório Yudy Comercial EI-",34.027.513/0001-08.,"Aquisição de utensílios de copa e cozinha para atender o Centro Dia do Ido- so, Lar dos Idosos, Praça do Bem-Estar e o Centro de Convivência.",1404.00
CONTRATO,043,2025,1806,7,Município  de  Saquarema/,"JSR  Produtos  e  Serviços",60.313.504/0001-93.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas da Secretaria Municipal de De- senvolvimento Social, CREAS e unidades do CRAS.",3645.12
CONTRATO,041,2025,1806,7,Município  de  Saquarema/,"JSR  Produtos  e  Serviços",60.313.504/0001-93.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas do Fundo Municipal da Criança e do Adolescente e o Abrigo Raio de Sol.",466.72
CONTRATO,045,2025,1806,7,Município  de  Saquarema/,"JSR  Produtos  e  Serviços",60.313.504/0001-93.,"Aquisição de utensílios de copa e cozinha para atender o Centro Dia do Ido- so, Lar dos Idosos, Praça do Bem-Estar e o Centro de Convivência.",2475.84
CONTRATO,044,2025,1806,7,Município  de  Saquarema/,"Santana  Comércio  de  Uti-",07.665.456/0001-10.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas da Secretaria Municipal de De- senvolvimento Social, CREAS e unidades do CRAS.",3117.40
CONTRATO,042,2025,1806,7,Município  de  Saquarema/,"Santana  Comércio  de  Uti-",07.665.456/0001-10.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas do Fundo Municipal da Criança e do Adolescente e o Abrigo Raio de Sol.",892.00
CONTRATO,046,2025,1806,7,Município  de  Saquarema/,"Santana  Comércio  de  Uti-",07.665.456/0001-10.,"Aquisição de utensílios de copa e cozinha para atender o Centro Dia do Ido- so, Lar dos Idosos, Praça do Bem-Estar e o Centro de Convivência.",2996.60
CONTRATO,045,2025,1806,7,Município  de  Saquarema/,"Fabiana  Rodrigues  Pereira",26.427.828/0001-14.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas da Secretaria Municipal de De- senvolvimento Social, CREAS e unidades do CRAS.",15383.91
CONTRATO,043,2025,1806,7,Município  de  Saquarema/,"Fabiana  Rodrigues  Pereira",26.427.828/0001-14.,"Aquisição de utensílios de copa e cozinha para atender as unidades admi- nistrativas do Fundo Municipal da Criança e do Adolescente e o Abrigo Raio de Sol.",3133.40
CONTRATO,047,2025,1806,7,Município  de  Saquarema/,"Fabiana  Rodrigues  Pereira",26.427.828/0001-14.,"Aquisição de utensílios de copa e cozinha para atender o Centro Dia do Ido- so, Lar dos Idosos, Praça do Bem-Estar e o Centro de Convivência.",13110.00
ATA_REGISTRO_PRECOS,164,2025,1806,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual e futura aquisição de materiais perso- nalizados, incluindo camisas para even- tos e brindes institucionais para atender as demandas da Secretaria Municipal de Des",24070.80
ATA_REGISTRO_PRECOS,165,2025,1806,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual e futura aquisição de materiais perso- nalizados, incluindo camisas para even- tos e brindes institucionais para atender as demandas da Secretaria Municipal de Des",137547.00
ATA_REGISTRO_PRECOS,166,2025,1806,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual e futura aquisição de materiais perso- nalizados, incluindo camisas para even- tos e brindes institucionais para atender as demandas da Secretaria Municipal de Des",115159.60
TERMO_ADITIVO,151 (Aditivo 3),2024,1806,7,Município de Saquarema,"Editora   a   Notícia   LTDA",40.213.951/0001-63.,"Prorrogação da vigência do con-",59769.00
TERMO_ADITIVO,080 (Aditivo 1),2024,1806,7,Município de Saquarema,"Sociedade  de  Ensino  Su-",34.075.739/0001-84.,"Prorrogação do prazo da vigên-",324480.00
CONTRATO,164,2025,1807,7,Município de Saquarema.,"Fortigo Comércio Atacadista",44.107.556/0001-57.,"Contratação de empresa para ATOS DA PREFEITA AVISOS, ATAS,",0.00
CONTRATO,165,2025,1807,7,Município de Saquarema.,"Gabba  Distribuidora  LTDA",59.553.839/0001-08.,"Contratação de empresa para fornecimento de gêneros alimentícios para a Secretaria Municipal dos Direitos dos Animais.",6576.00
CONTRATO,166,2025,1807,7,Município de Saquarema.,"JSR  Produtos  e  Serviços",60.313.504/0001-93.,"Contratação de empresa para fornecimento de gêneros alimentícios para a Secretaria Municipal dos Direitos dos Animais.",1005.20
TERMO_ADITIVO,017 (Aditivo 1),2024,1807,7,Município de Saquarema,"Gente   Seguradora   S.A.",90.180.605/0001-02.,"Prorrogação da vigência e redu-",4470.97
TERMO_ADITIVO,018 (Aditivo 1),2024,1807,7,Município de Saquarema,"Mapfre Seguros Gerais S.A.",61.074.175/0001-38.,"Prorrogação da vigência e rea-",1222.40
CONTRATO,180,2025,1808,8,Município de Saquarema.,"Licitanet Licitações Eletrôni-",21.280.462/0001-80.,"Contratação da plataforma de licitações eletrônicas – Licitanet, para a realização de licitação em meio digital, por intermédio da rede municipal de com- putadores.",0.00
CONTRATO,139,2025,1808,8,Município de Saquarema.,"Biidu    Som    Automóveis",59.441.901/0001-61.,"Contratação de empresa espe- cializada na locação de veículos leves (automóvel, caminhoneta e quadriciclo), motos aquáticas, motocicletas e serviços de manutenção preventiva e corretiva, com reposição",374400.00
CONTRATO,140,2025,1808,8,Município de Saquarema.,"Invista Business Distribuido-",16.820.967/0001-50.,"Contratação de empresa espe- cializada na locação de veículos leves (automóvel, caminhoneta e quadriciclo), motos aquáticas, motocicletas e serviços de manutenção preventiva e corretiva, com reposição",273600.00
CONTRATO,141,2025,1808,8,Município de Saquarema.,"Sibelly  Transportes  LTDA",40.217.234/0001-00.,"Contratação de empresa espe- cializada na locação de veículos leves (automóvel, caminhoneta e quadriciclo), motos aquáticas, motocicletas e serviços de manutenção preventiva e corretiva, com reposição",275165.76
CONTRATO,159,2025,1808,8,Município de Saquarema.,"Confianza   Transportes",03.632.896/0001-10.,"Contratação de empresa espe- cializada na locação de veículos leves (automóvel, caminhoneta e quadriciclo), motos aquáticas, motocicletas e serviços de manutenção preventiva e corretiva, com reposição",590248.56
TERMO_ADITIVO,179 (Aditivo 2),2023,1808,8,Município de Saquarema,"Sociedade  de  Ensino  Su-",34.075.739/0001-84.,"Prorrogação do prazo de vigência",168720.00
ATA_REGISTRO_PRECOS,154,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia.",190050.00
ATA_REGISTRO_PRECOS,155,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia. ATOS DA",0.00
ATA_REGISTRO_PRECOS,156,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia.",101412.00
ATA_REGISTRO_PRECOS,157,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia.",87200.00
ATA_REGISTRO_PRECOS,158,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia.",59688.00
ATA_REGISTRO_PRECOS,159,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia.",187028.00
ATA_REGISTRO_PRECOS,160,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia.",50240.00
ATA_REGISTRO_PRECOS,161,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia.",7472.00
ATA_REGISTRO_PRECOS,162,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia.",13544.00
ATA_REGISTRO_PRECOS,163,2025,1809,8,Município de Saquarema,"Registro de Preços",,"Registro de Preços para a aquisi - ção de utensílios de cozinha para atender a demanda das unidades pertencentes a Secretaria Municipal de Educação, Cultu - ra, Inclusão, Ciência e Tecnologia.",8000.00
ATA_REGISTRO_PRECOS,168,2025,1810,8,Município de Saquarema,"Registro de Preços",,"Registro de preço para contrata - ção de uma empresa para fornecimento de itens de saúde bucal para atender ao Projeto “Saúde Bucal nas Escolas” públi - cas do Município de Saquarema.",554592.68
ATA_REGISTRO_PRECOS,169,2025,1810,8,Município de Saquarema,"Registro de Preços",,"Registro de preço para contrata - ção de uma empresa para fornecimento de itens de saúde bucal para atender ao Projeto “Saúde Bucal nas Escolas” públi - cas do Município de Saquarema.",43422.28
TERMO_ADITIVO,198 (Aditivo 5),2021,1810,8,Município de Saquarema,"Salt Tecnologia LTDA",56.422.955/0001-91.,"Prorrogação da vigência do con",0.00
CONTRATO,163,2025,1811,7,Município de Saquarema.,"Artelagos Artefatos de Con-",39.845.656/0001-,"Contratação de empresa para prestação de serviços continuados de manutenção preventiva e corretiva, con- servação e recuperação de vias no Muni- cípio de Saquarema/RJ.",37825774.18
CONTRATO,186,2025,1811,7,Município de Saquarema.,"IVG  Brasil  LTDA",36.519.422/0001-15.,"Aquisição de ônibus rural escolar (ORE 2) para atender a demanda da Se- cretaria Municipal de Educação, Cultura, Inclusão, Ciência e Tecnologia do Municí- pio de Saquarema/RJ.",421971.65
TERMO_ADITIVO,225 (Aditivo 3),2022,1811,7,Município de Saquarema,"Instituto  Brasileiro  de  Pes-",07.209.300/0001-24.,"Prorrogação da vigência do con-",936000.00
TERMO_ADITIVO,226 (Aditivo 3),2022,1811,7,Município de Saquarema,"ACM     Distribuidora     de",38.439.197/0001-32.,"Prorrogação da vigência do con-",169900.80
TERMO_ADITIVO,035 (Aditivo 2),2023,1811,7,Município de Saquarema,"Pontogov   Consult   LTDA",44.538707/0001-21.,"Contratação de empresa para",156000.00
CONTRATO,183,2025,1812,8,Município de Saquarema.,"Cofranza Construtora LTDA",03.396.992/0001-06.,"Contratação de empresa espe - cializada na execução de obra de pavi- mentação, drenagem pluvial e sinalização viária da Avenida Barão de Saquarema e outros no bairro Itaúna, no Município de Saquarema/",27229208.33
CONTRATO,184,2025,1812,8,Município de Saquarema.,"Engebio       Engenharia",01.792.153/0001-81.,"Contratação de empresa espe - cializada na execução de obra de pavi- mentação, drenagem pluvial e sinalização viária das Ruas Casemiro de Abreu, Belo Horizonte e outras no bairro Jardim Ipitan - AVISO",0.00
CONTRATO,185,2025,1812,8,Município de Saquarema.,"Globo        Construções",33.854.563/0001-04.,"Contratação de empresa espe - cializada na execução de obra de pavi- mentação, drenagem pluvial e sinalização viária da Rua Golf Club e outras no bairro",0.00
TERMO_ADITIVO,018 (Aditivo 2),2024,1812,8,Município de Saquarema,"Auto Posto Bacaxá Saquare",40.161.465/0001-49.,"Prorrogação da vigência do con",2430020.04
TERMO_ADITIVO,046 (Aditivo 7),2022,1812,8,Município de Saquarema,"JP   Serviços   Construções",,"Repactuação do contrato nº",197039.60
ATA_REGISTRO_PRECOS,167,2025,1813,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual aquisição de gêneros alimentícios para lanches dos projetos que são ofe- recidos nos CRAS, CREAS e Centro de Convivência. próprio não amolecido e nem pegajosa. Ise",0.00
ATA_REGISTRO_PRECOS,167,2025,1813,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a eventual aquisição de gêneros alimentícios para lanches dos projetos que são oferecidos nos CRAS, CREAS e Centro de Convivência. Fornecedor Razão Social: Mercado São Lucas de",701581.44
ATA_REGISTRO_PRECOS,149,2025,1813,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual aquisição de materiais de limpeza, higiene e descartáveis para atender de- manda da Secretaria Municipal dos Direi- tos dos Animais. 28 459586 Fermento químico em ",701581.44
ATA_REGISTRO_PRECOS,150,2025,1813,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual aquisição de materiais de limpeza, higiene e descartáveis para atender de- manda da Secretaria Municipal dos Direi- tos dos Animais.",0.00
ATA_REGISTRO_PRECOS,150,2025,1813,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a eventual aquisição de materiais de limpeza, higiene e descartáveis para atender demanda da Secretaria Municipal dos Direitos dos Animais. Fornecedor Razão Social: FORTIGO COM",30702.60
ATA_REGISTRO_PRECOS,151,2025,1813,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual aquisição de materiais de limpeza, higiene e descartáveis para atender de- manda da Secretaria Municipal dos Direi- tos dos Animais.",412.80
ATA_REGISTRO_PRECOS,152,2025,1813,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual aquisição de materiais de limpeza, higiene e descartáveis para atender de- manda da Secretaria Municipal dos Direi- tos dos Animais.",3056.16
ATA_REGISTRO_PRECOS,153,2025,1813,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual aquisição de materiais de limpeza, higiene e descartáveis para atender de- manda da Secretaria Municipal dos Direi- tos dos Animais.",5940.24
ATA_REGISTRO_PRECOS,154,2025,1813,7,Município de Saquarema,"Registro de Preços",,"Registro de preços para a even- tual aquisição de materiais de limpeza, higiene e descartáveis para atender de- manda da Secretaria Municipal dos Direi- tos dos Animais.",4099.20
TERMO_ADITIVO,144 (Aditivo 1),2024,1813,7,Município de Saquarema,"Auto  Posto  Bacaxá  Saqua-",40.161.465/0001-,"Prorrogação da vigência do con-",0.00
TERMO_ADITIVO,020 (Aditivo 2),2022,1813,7,Município de Saquarema,"SENAI/RJ  –  Serviço  Nacio-",03.848.688/0001-52.,"Prorrogação da vigência do con-",574590.40
TERMO_ADITIVO,177 (Aditivo 4),2021,1814,7,Município de Saquarema,"Vigban  Engenharia  e  Sis-",07.383.226/0001-68.,"Prorrogação da vigência do con-",1120214.98
CONTRATO,189,2025,1815,7,Município de Saquarema,"Não identificada",,"Não especificado",0.00
CONTRATO,190,2025,1817,8,Município de Saquarema.,"Consórcio   Nova   Orla   II",63.918.307/0001-96.,"Contratação de empresa es- pecializada para execução de obra de reurbanização da Orla Lagoa - Centro, contemplando pavimentação, drenagem, instalação de ciclovia, estrutura de con- tenção, arborização",42788395.38
TERMO_ADITIVO,054 (Aditivo 3),2023,1817,8,Município de Saquarema,"Prontomar  Bazar  e  Refrige-",02.853.169/0001-,"Acréscimo do contrato nº",212825.67
TERMO_ADITIVO,244 (Aditivo 5),2022,1817,8,Município de Saquarema,"Ônix  Serviços  LTDA",03.638.457/0001-14.,"Prorrogação da vigência do con-",51174349.22
CONTRATO,048,2025,1818,8,Município  de  Saquarema/,"Mercado São Lucas de Porto",21.127.646/0001-,"Aquisição de gêneros alimentí- cios para atender o Centro Dia do Idoso.",495798.24
CONTRATO,049,2025,1818,8,Município  de  Saquarema/,"LCV    Pinheiro    Comércio",40.336.507/0001-35.,"Aquisição de gêneros alimentí- cios para atender o Centro Dia do Idoso.",4426.56
CONTRATO,201,2025,1818,8,Município de Saquarema,"Não identificada",,"Não especificado",0.00
CONTRATO,187,2025,1820,8,Município de Saquarema.,"Lintech   do   Brasil   LTDA",55.222.447/0001-05.,"Aquisição de fragmentadora de papel, com o objetivo de atender às de- mandas da Secretaria Municipal de Edu- cação, Cultura, Inclusão, Ciência e Tecno- logia.",20000.00
CONTRATO,203,2025,1820,8,Município de Saquarema.,"JPL      Metalúrgica      In-",33.890.604/0001-00.,"A contratação de empresa es- pecializada para aquisição e instalação de equipamentos recreativos, visando a construção e/ou reestruturação de áreas recreativa/lazer, existentes nas praças e espaços pú",7357920.00
TERMO_ADITIVO,06 (Aditivo 3),2022,1820,8,Município de Saquarema,"Estrutural Consultoria Técni-",,"O presente termo aditivo tem por",39866.76
CONTRATO,047,2025,1821,8,Município  de  Saquarema/,"KNERD Distribuidora LTDA",41.621.094/0001-01.,"Aquisição de diversos materiais de consumo e permanentes para atender o CRAS e o CREAS.",35920.60
ATA_REGISTRO_PRECOS,171,2025,1823,8,Município de Saquarema,"Registro de Preços",,"Aquisição de protetores solares corporais e faciais, no período de 12 me- ses.",139352.40
TERMO_ADITIVO,120 (Aditivo 1),2025,1823,8,Município de Saquarema,"JP   Serviços   Construções",21.214.056/0001-19.,"Repactuação do contrato nº",920916.81
TERMO_ADITIVO,102 (Aditivo 9),2022,1823,8,Município de Saquarema,"JP   Serviços   Construções",21.214.056/0001-19.,"Repactuação do contrato nº",5830368.12
CONTRATO,188,2025,1825,8,Município de Saquarema,"Não identificada",,"Não especificado",0.00
CONTRATO,167,2025,1825,8,Município de Saquarema.,"Sicafla  Comércio  de  Pro-",03.828.079/0001-31.,"Contratação de empresa para AVISOS, ATAS,",0.00
